--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
/home/gpuadmin/dataset/test/output_product_crop/388_926_421_942.png	AMC4                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/392_290_420_307.png	ASF6                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/722_182_758_197.png	ASF14                    	1.0000
/home/gpuadmin/dataset/test/output_product_crop/812_676_832_691.png	AP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/816_362_838_378.png	AP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/828_278_867_294.png	AMBK4                    	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1090_487_1125_502.png	ASF14                    	0.9995
/home/gpuadmin/dataset/test/output_product_crop/1094_456_1125_470.png	AMC4                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1098_431_1136_446.png	AMBK2                    	0.9997
/home/gpuadmin/dataset/test/output_product_crop/1101_517_1132_531.png	ASF6                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1172_676_1194_690.png	AP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1178_424_1205_438.png	ASF3                     	0.9997
/home/gpuadmin/dataset/test/output_product_crop/1181_947_1210_961.png	ABP4                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1200_556_1239_574.png	AMBK4                    	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1201_760_1233_775.png	AMC4                     	0.9997
/home/gpuadmin/dataset/test/output_product_crop/1209_446_1232_460.png	AP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1224_906_1256_922.png	AMC4                     	0.9999
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
/home/gpuadmin/dataset/test/output_product_crop/229_281_267_297.png	AMBK2                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/314_337_337_352.png	AP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/371_1052_402_1068.png	ABP4                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/380_187_413_201.png	ASF14                    	1.0000
/home/gpuadmin/dataset/test/output_product_crop/388_926_421_942.png	AMC4                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/392_290_420_307.png	ASF6                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/722_182_758_197.png	ASF14                    	1.0000
/home/gpuadmin/dataset/test/output_product_crop/812_676_832_691.png	AP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/816_362_838_378.png	AP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/828_278_867_294.png	AMBK4                    	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1090_487_1125_502.png	ASF14                    	0.9995
/home/gpuadmin/dataset/test/output_product_crop/1094_456_1125_470.png	AMC4                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1098_431_1136_446.png	AMBK2                    	0.9997
/home/gpuadmin/dataset/test/output_product_crop/1101_517_1132_531.png	ASF6                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1172_676_1194_690.png	AP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1178_424_1205_438.png	ASF3                     	0.9997
/home/gpuadmin/dataset/test/output_product_crop/1181_947_1210_961.png	ABP4                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1200_556_1239_574.png	AMBK4                    	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1201_760_1233_775.png	AMC4                     	0.9997
/home/gpuadmin/dataset/test/output_product_crop/1209_446_1232_460.png	AP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1224_906_1256_922.png	AMC4                     	0.9999
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
/home/gpuadmin/dataset/test/output_product_crop/229_281_267_297.png	AMBK2                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/314_337_337_352.png	AP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/371_1052_402_1068.png	ABP4                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/380_187_413_201.png	ASF14                    	1.0000
/home/gpuadmin/dataset/test/output_product_crop/388_926_421_942.png	AMC4                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/392_290_420_307.png	ASF6                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/722_182_758_197.png	ASF14                    	1.0000
/home/gpuadmin/dataset/test/output_product_crop/812_676_832_691.png	AP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/816_362_838_378.png	AP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/828_278_867_294.png	AMBK4                    	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1090_487_1125_502.png	ASF14                    	0.9995
/home/gpuadmin/dataset/test/output_product_crop/1094_456_1125_470.png	AMC4                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1098_431_1136_446.png	AMBK2                    	0.9997
/home/gpuadmin/dataset/test/output_product_crop/1101_517_1132_531.png	ASF6                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1172_676_1194_690.png	AP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1178_424_1205_438.png	ASF3                     	0.9997
/home/gpuadmin/dataset/test/output_product_crop/1181_947_1210_961.png	ABP4                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1200_556_1239_574.png	AMBK4                    	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1201_760_1233_775.png	AMC4                     	0.9997
/home/gpuadmin/dataset/test/output_product_crop/1209_446_1232_460.png	AP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1224_906_1256_922.png	AMC4                     	0.9999
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
/home/gpuadmin/dataset/test/output_product_crop/58_559_89_575.png	AEM4                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/63_529_94_545.png	AEM4                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/66_846_98_860.png	AEM2                     	0.9997
/home/gpuadmin/dataset/test/output_product_crop/75_591_105_606.png	AEM1                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/186_794_215_809.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/259_792_290_808.png	AMT3                     	0.9998
/home/gpuadmin/dataset/test/output_product_crop/325_795_351_810.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/489_795_518_809.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/599_795_626_809.png	ACP1                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/610_901_630_917.png	AP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/683_220_716_235.png	AML13                    	0.6997
/home/gpuadmin/dataset/test/output_product_crop/685_770_712_785.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/687_244_718_259.png	APN8                     	0.9997
/home/gpuadmin/dataset/test/output_product_crop/688_917_722_932.png	APN20                    	0.9998
/home/gpuadmin/dataset/test/output_product_crop/690_792_720_807.png	APN8                     	0.9998
/home/gpuadmin/dataset/test/output_product_crop/695_208_728_224.png	SF                       	0.3208
/home/gpuadmin/dataset/test/output_product_crop/695_286_731_302.png	APN20                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/700_529_723_545.png	AP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/706_186_737_200.png	ACP1                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/773_528_794_544.png	AP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/784_293_813_308.png	APN8                     	0.9995
/home/gpuadmin/dataset/test/output_product_crop/827_806_846_821.png	AP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/925_794_952_808.png	ACP1                     	0.9998
/home/gpuadmin/dataset/test/output_product_crop/1034_794_1062_809.png	ACP1                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1114_795_1141_809.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1273_529_1303_545.png	AEM4                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1279_795_1306_810.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1372_620_1402_636.png	AEM4                     	0.9998
/home/gpuadmin/dataset/test/output_product_crop/1374_591_1402_606.png	AEM1                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1424_805_1452_821.png	AEM2                     	1.0000
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
/home/gpuadmin/dataset/test/output_product_crop/58_559_89_575.png	AEM4                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/63_529_94_545.png	AEM4                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/66_846_98_860.png	AEM2                     	0.9997
/home/gpuadmin/dataset/test/output_product_crop/75_591_105_606.png	AEM1                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/186_794_215_809.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/259_792_290_808.png	AMT3                     	0.9998
/home/gpuadmin/dataset/test/output_product_crop/325_795_351_810.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/489_795_518_809.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/599_795_626_809.png	ACP1                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/610_901_630_917.png	AP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/683_220_716_235.png	AML13                    	0.6997
/home/gpuadmin/dataset/test/output_product_crop/685_770_712_785.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/687_244_718_259.png	APN8                     	0.9997
/home/gpuadmin/dataset/test/output_product_crop/688_917_722_932.png	APN20                    	0.9998
/home/gpuadmin/dataset/test/output_product_crop/690_792_720_807.png	APN8                     	0.9998
/home/gpuadmin/dataset/test/output_product_crop/695_208_728_224.png	SF                       	0.3208
/home/gpuadmin/dataset/test/output_product_crop/695_286_731_302.png	APN20                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/700_529_723_545.png	AP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/706_186_737_200.png	ACP1                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/773_528_794_544.png	AP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/784_293_813_308.png	APN8                     	0.9995
/home/gpuadmin/dataset/test/output_product_crop/827_806_846_821.png	AP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/925_794_952_808.png	ACP1                     	0.9998
/home/gpuadmin/dataset/test/output_product_crop/1034_794_1062_809.png	ACP1                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1114_795_1141_809.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1273_529_1303_545.png	AEM4                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1279_795_1306_810.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1372_620_1402_636.png	AEM4                     	0.9998
/home/gpuadmin/dataset/test/output_product_crop/1374_591_1402_606.png	AEM1                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1424_805_1452_821.png	AEM2                     	1.0000
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
/home/gpuadmin/dataset/test/output_product_crop/58_559_89_575.png	AEM4                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/63_529_94_545.png	AEM4                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/66_846_98_860.png	AEM2                     	0.9997
/home/gpuadmin/dataset/test/output_product_crop/75_591_105_606.png	AEM1                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/186_794_215_809.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/259_792_290_808.png	AMT3                     	0.9998
/home/gpuadmin/dataset/test/output_product_crop/325_795_351_810.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/489_795_518_809.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/599_795_626_809.png	ACP1                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/610_901_630_917.png	AP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/683_220_716_235.png	AML13                    	0.6997
/home/gpuadmin/dataset/test/output_product_crop/685_770_712_785.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/687_244_718_259.png	APN8                     	0.9997
/home/gpuadmin/dataset/test/output_product_crop/688_917_722_932.png	APN20                    	0.9998
/home/gpuadmin/dataset/test/output_product_crop/690_792_720_807.png	APN8                     	0.9998
/home/gpuadmin/dataset/test/output_product_crop/695_208_728_224.png	SF                       	0.3208
/home/gpuadmin/dataset/test/output_product_crop/695_286_731_302.png	APN20                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/700_529_723_545.png	AP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/706_186_737_200.png	ACP1                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/773_528_794_544.png	AP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/784_293_813_308.png	APN8                     	0.9995
/home/gpuadmin/dataset/test/output_product_crop/827_806_846_821.png	AP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/925_794_952_808.png	ACP1                     	0.9998
/home/gpuadmin/dataset/test/output_product_crop/1034_794_1062_809.png	ACP1                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1114_795_1141_809.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1273_529_1303_545.png	AEM4                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1279_795_1306_810.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1372_620_1402_636.png	AEM4                     	0.9998
/home/gpuadmin/dataset/test/output_product_crop/1374_591_1402_606.png	AEM1                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1424_805_1452_821.png	AEM2                     	1.0000
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
/home/gpuadmin/dataset/test/output_product_crop/211_763_240_778.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/379_545_410_560.png	AMT1                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/394_765_425_779.png	ACP1                     	0.9987
/home/gpuadmin/dataset/test/output_product_crop/407_792_439_806.png	AMT1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/581_764_611_779.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/635_794_661_810.png	AP2                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/659_474_683_488.png	AP2                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/659_548_683_563.png	AP2                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/681_303_719_318.png	APN36                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/694_208_721_222.png	AMT1                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/700_181_729_196.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/767_764_796_779.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/770_561_808_577.png	APN36                    	0.9998
/home/gpuadmin/dataset/test/output_product_crop/771_460_807_474.png	APN36                    	0.9998
/home/gpuadmin/dataset/test/output_product_crop/772_795_804_810.png	APN36                    	0.9994
/home/gpuadmin/dataset/test/output_product_crop/785_302_821_318.png	APN36                    	0.9998
/home/gpuadmin/dataset/test/output_product_crop/819_556_842_570.png	AP2                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/821_466_842_480.png	AP2                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/841_789_862_805.png	AP2                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/953_764_981_779.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1138_764_1167_779.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1323_764_1353_778.png	ACP1                     	1.0000
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
/home/gpuadmin/dataset/test/output_product_crop/252_658_282_674.png	ACP5                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/309_675_339_692.png	AMT1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/332_524_364_539.png	AMT1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/371_658_400_674.png	ACP5                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/487_659_518_673.png	ACP5                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/523_524_546_539.png	AP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/525_463_546_478.png	AP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/567_458_596_473.png	APN7                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/569_758_592_773.png	AP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/605_659_636_674.png	ACP5                     	0.9963
/home/gpuadmin/dataset/test/output_product_crop/615_679_644_694.png	APN7                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/617_460_643_475.png	AP1                      	0.9999
/home/gpuadmin/dataset/test/output_product_crop/617_526_650_542.png	APN7                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/655_758_677_773.png	AP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/724_658_752_673.png	ACP4                     	0.9998
/home/gpuadmin/dataset/test/output_product_crop/842_659_870_674.png	ACP4                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/961_659_990_674.png	ACP4                     	0.9998
/home/gpuadmin/dataset/test/output_product_crop/1078_659_1108_674.png	ACP2                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1084_760_1105_775.png	AP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1106_465_1127_480.png	AP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1116_679_1146_695.png	APN8                     	0.9808
/home/gpuadmin/dataset/test/output_product_crop/1120_783_1148_798.png	ASF2                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1174_793_1207_808.png	AMT2                     	0.9998
/home/gpuadmin/dataset/test/output_product_crop/1196_659_1225_673.png	ACP2                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1241_666_1272_681.png	ACP2                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1264_696_1285_711.png	AP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1353_663_1383_679.png	APN7                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1369_619_1399_635.png	AMT1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1377_592_1407_606.png	ACP5                     	0.9998
/home/gpuadmin/dataset/test/output_product_crop/1462_706_1491_722.png	APN7                     	0.9998
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
/home/gpuadmin/dataset/test/output_product_crop/58_559_89_575.png	AEM4                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/63_529_94_545.png	AEM4                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/66_846_98_860.png	AEM2                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/75_591_105_606.png	AEM1                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/186_794_215_809.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/259_792_290_808.png	AMT3                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/325_795_351_810.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/490_795_517_809.png	ACP1                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/599_795_626_810.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/633_811_654_825.png	AP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/664_891_692_907.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/682_212_711_228.png	AMT3                     	0.9998
/home/gpuadmin/dataset/test/output_product_crop/688_244_717_258.png	APN8                     	0.9995
/home/gpuadmin/dataset/test/output_product_crop/688_916_721_931.png	APN20                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/691_791_718_806.png	APN8                     	0.9903
/home/gpuadmin/dataset/test/output_product_crop/694_287_731_302.png	APN21                    	0.9992
/home/gpuadmin/dataset/test/output_product_crop/762_537_792_552.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/784_293_813_308.png	APN8                     	0.9995
/home/gpuadmin/dataset/test/output_product_crop/833_815_852_830.png	AP1                      	0.9999
/home/gpuadmin/dataset/test/output_product_crop/863_538_891_553.png	ACP1                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/928_776_956_791.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1032_795_1062_810.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1114_794_1142_809.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1274_529_1304_545.png	AEM4                     	0.9998
/home/gpuadmin/dataset/test/output_product_crop/1278_795_1305_809.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1372_620_1402_636.png	AEM4                     	0.9998
/home/gpuadmin/dataset/test/output_product_crop/1373_590_1402_606.png	AEM1                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1423_805_1453_821.png	AEM2                     	1.0000
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
/home/gpuadmin/dataset/test/output_product_crop/58_559_89_575.png	AEM4                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/63_529_94_545.png	AEM4                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/66_846_98_860.png	AEM2                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/75_591_105_606.png	AEM1                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/186_794_216_810.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/259_792_290_808.png	AMT3                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/325_795_351_810.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/490_795_517_809.png	ACP1                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/599_795_626_810.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/633_811_654_825.png	AP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/664_891_692_907.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/682_212_711_228.png	AMT3                     	0.9998
/home/gpuadmin/dataset/test/output_product_crop/688_244_717_258.png	APN8                     	0.9995
/home/gpuadmin/dataset/test/output_product_crop/688_916_721_931.png	APN20                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/691_791_718_806.png	APN8                     	0.9903
/home/gpuadmin/dataset/test/output_product_crop/694_287_731_302.png	APN21                    	0.9992
/home/gpuadmin/dataset/test/output_product_crop/762_537_792_552.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/784_293_813_308.png	APN8                     	0.9995
/home/gpuadmin/dataset/test/output_product_crop/833_815_852_830.png	AP1                      	0.9999
/home/gpuadmin/dataset/test/output_product_crop/863_538_891_553.png	ACP1                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/928_776_956_791.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1032_795_1062_810.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1114_794_1142_809.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1274_529_1304_545.png	AEM4                     	0.9998
/home/gpuadmin/dataset/test/output_product_crop/1278_795_1305_809.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1372_620_1402_636.png	AEM4                     	0.9998
/home/gpuadmin/dataset/test/output_product_crop/1373_590_1402_606.png	AEM1                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1423_805_1453_821.png	AEM2                     	1.0000
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
/home/gpuadmin/dataset/test/output_product_crop/161_744_187_759.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/285_565_320_582.png	AMT1                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/339_885_373_900.png	ASF33                    	1.0000
/home/gpuadmin/dataset/test/output_product_crop/344_743_375_759.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/356_771_387_786.png	AMT1                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/416_774_450_790.png	APN36                    	0.9148
/home/gpuadmin/dataset/test/output_product_crop/423_564_461_579.png	ASF33                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/429_479_465_494.png	APN36                    	0.9997
/home/gpuadmin/dataset/test/output_product_crop/441_902_477_917.png	APN31                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/530_744_560_758.png	ACP1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/590_775_613_790.png	AP2                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/622_494_646_509.png	AP2                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/629_213_658_230.png	AMT1                     	1.0000
